_id,ltable_id,rtable_id,title_affine_score,title_lev_dist_score,title_lev_sim_score,title_jaro_score,title_jaro_winkler_score,title_needleman_wunsch_score,title_smith_waterman_score,title_jaccard_score,title_cosine_score,title_overlap_coeff_score,title_dice_score,title_monge_elkan_score,author_lev_dist_score,author_lev_sim_score,author_jaro_score,author_jaro_winkler_score,author_needleman_wunsch_score,author_smith_waterman_score,author_jaccard_score,author_cosine_score,author_overlap_coeff_score,author_dice_score,author_monge_elkan_score,publisher_affine_score,publisher_lev_dist_score,publisher_lev_sim_score,publisher_jaro_score,publisher_jaro_winkler_score,publisher_needleman_wunsch_score,publisher_jaccard_score,publisher_cosine_score,publisher_overlap_coeff_score,publisher_dice_score,publisher_monge_elkan_score,year_rel_diff,year_abs_norm,month_rel_diff,month_abs_norm,pages_rel_diff,pages_abs_norm,gold
1221318,862,891,12,8,0.6,0.792156862745098,0.792156862745098,12,12,0.5357142857142857,0.6978631577988531,0.7142857142857143,0.6976744186046512,0.8797979797979797,23,0.07999999999999996,0.42454545454545456,0.42454545454545456,-12,2,0,0,0,0,0.3999999999999999,-11,27,0.0357142857142857,0,0,-21,0,0,0,0,0.20592592592592587,0.002997002997002997,0.9970074812967581,0.2857142857142857,0.75,0.5714285714285714,0.5555555555555556,0
1228146,868,173,38,0,1,1,1,38,38,1,1,1,1,1,31,0.13888888888888884,0.4166666666666667,0.4166666666666667,-19,2,0,0,0,0,0.5175438596491229,-5.5,15,0.0625,0.42083333333333334,0.42083333333333334,-10,0,0,0,0,0.6444444444444443,0.0029985007496251873,0.9970059880239521,1.6,0.11111111111111116,0.010471204188481676,0.9895833333333334,0
1239413,874,1419,26.5,12,0.7333333333333334,0.9111111111111111,0.9466666666666667,21,33,0.673469387755102,0.8136375599905377,0.9428571428571428,0.8048780487804879,0.9196217494089836,0,1,1,1,15,15,1,1,1,1,1,3,12,0.2941176470588235,0.5204248366013072,0.5683823529411764,3,0.027777777777777776,0.05407380704358752,0.05555555555555555,0.05405405405405406,0.6691358024691357,0.0004993757802746567,0.9995007488766849,0,1,0.3673469387755102,0.6896551724137931,1
1261174,891,399,27,1,0.9642857142857143,0.9082892416225748,0.9449735449735449,27,27,0.8181818181818182,0.9,0.9,0.9,0.98,0,1,1,1,16,16,1,1,1,1,1,10.5,10,0.6153846153846154,0.8717948717948718,0.9230769230769231,6,0.5333333333333333,0.7126966450997984,0.8888888888888888,0.6956521739130435,0.8507936507936513,0,1,0,1,2,0,1
1287472,908,1163,9,13,0.5517241379310345,0.7672413793103449,0.8603448275862069,3,12,0.53125,0.719667386334413,0.9444444444444444,0.6938775510204082,0.9901234567901235,23,0.11538461538461542,0.3974358974358974,0.3974358974358974,-13,2,0,0,0,0,0.6925925925925925,1,20,0.31034482758620685,0.5110209601081812,0.5110209601081812,-3,0.02127659574468085,0.042601432284230495,0.05263157894736842,0.041666666666666664,0.659498207885305,0.0004996252810392206,0.9995004995004995,0.4,0.6666666666666667,2,0,0
1318153,928,248,39.5,12,0.7931034482758621,0.9310344827586207,0.9586206896551724,34,46,0.7419354838709677,0.8571593913749195,0.9583333333333334,0.8518518518518519,0.9288888888888891,4,0.75,0.8493589743589745,0.9096153846153847,9,9,0.5714285714285714,0.7302967433402215,0.8,0.7272727272727273,0.9466666666666667,14,0,1,1,1,14,1,1,1,1,1,0,1,0,1,0,1,1
1318257,928,420,39.5,12,0.7931034482758621,0.9310344827586207,0.9586206896551724,34,46,0.7419354838709677,0.8571593913749195,0.9583333333333334,0.8518518518518519,0.9288888888888891,14,0.26315789473684215,0.4689608636977058,0.4689608636977058,-1,5,0.058823529411764705,0.1126872339638022,0.13333333333333333,0.1111111111111111,0.7111111111111109,-2.5,18,0,0.44841269841269843,0.44841269841269843,-4,0,0,0,0,0.6041666666666665,0.0024894199651481204,0.9975136747886624,1,0.33333333333333337,0.05405405405405406,0.9473684210526316,0
1340545,944,1405,14.5,27,0.4375,0.7766534391534391,0.7766534391534391,9,21,0.5,0.6720601732560163,0.7631578947368421,0.6666666666666666,0.8813333333333336,20,0.13043478260869568,0.3458498023715415,0.3458498023715415,-9,2,0,0,0,0,0.6136752136752135,-0.5,17,0.19047619047619047,0.44246031746031744,0.44246031746031744,-1,0,0,0,0,0.5999999999999998,0.0029806259314456036,0.9970238095238095,1,0.33333333333333337,0.6519337016574586,0.5083333333333333,0
1382205,974,1001,44,1,0.9777777777777777,0.9321548821548822,0.9592929292929293,44,44,0.88,0.9361702127659575,0.9361702127659575,0.9361702127659575,0.9872340425531915,0,1,1,1,12,12,1,1,1,1,1,16,0,1,1,1,16,1,1,1,1,1,0,1,0,1,0,1,1
1416488,998,1365,25,41,0.3970588235294118,0.7985125084516564,0.8791075050709939,22,24,0.5517241379310345,0.7111306211351517,0.7164179104477612,0.7111111111111111,0.9158730158730162,26,0.10344827586206895,0.396360153256705,0.396360153256705,-14,2,0,0,0,0,0.6507936507936505,-7,19,0.09523809523809523,0.4984126984126984,0.4984126984126984,-14,0,0,0,0,0.34009661835748783,0.0024919013207077,0.9975111996017919,1.0769230769230769,0.30000000000000004,0.03225806451612903,0.9682539682539683,0
