_id,ltable_id,rtable_id,title_affine_score,title_lev_dist_score,title_lev_sim_score,title_jaro_score,title_jaro_winkler_score,title_needleman_wunsch_score,title_smith_waterman_score,title_jaccard_score,title_cosine_score,title_overlap_coeff_score,title_dice_score,title_monge_elkan_score,author_affine_score,author_lev_dist_score,author_lev_sim_score,author_jaro_score,author_jaro_winkler_score,author_needleman_wunsch_score,author_smith_waterman_score,author_jaccard_score,author_cosine_score,author_overlap_coeff_score,author_dice_score,author_monge_elkan_score,publisher_affine_score,publisher_lev_dist_score,publisher_lev_sim_score,publisher_jaro_score,publisher_jaro_winkler_score,publisher_needleman_wunsch_score,publisher_smith_waterman_score,publisher_jaccard_score,publisher_cosine_score,publisher_overlap_coeff_score,publisher_dice_score,publisher_monge_elkan_score,year_rel_diff,year_abs_norm,month_rel_diff,month_abs_norm,pages_rel_diff,pages_abs_norm,gold
2949626,2073,1857,14.5,22,0.46341463414634143,0.7763306500060074,0.8657983900036045,13.0,17.0,0.52,0.6844475644404533,0.7027027027027027,0.6842105263157895,0.9015015015015019,0.0,25,0.19354838709677424,0.42974910394265237,0.42974910394265237,-1.0,3.0,0.0,0.0,0.0,0.0,0.6323232323232325,0.0,20,0.23076923076923073,0.6138763197586726,0.6524886877828053,-3.0,4.0,0.044444444444444446,0.08671099695241198,0.10526315789473684,0.0851063829787234,0.6807017543859649,0.0034904013961605585,0.9965156794425087,0.6666666666666666,0.5,0.20178799489144317,0.8167053364269141,0
2977649,2092,2415,35.5,51,0.4631578947368421,0.7826443402466793,0.8695866041480076,20.0,42.0,0.5638297872340425,0.7215059204054624,0.7464788732394366,0.7210884353741497,0.9282463186077645,9.0,3,0.7857142857142857,0.9285714285714285,0.9571428571428571,8.0,8.0,0.75,0.8593378488473195,0.9230769230769231,0.8571428571428571,0.9863247863247864,10.5,9,0.5714285714285714,0.8011695906432749,0.880701754385965,10.0,12.0,0.375,0.5460189062319482,0.5714285714285714,0.5454545454545454,0.795169082125604,0.0029835902536051715,0.997020854021847,0.18181818181818182,0.8333333333333334,0.046635576282478344,0.9544270833333334,0
3097193,2181,2908,62.0,0.0,1.0,1.0,1.0,62.0,62.0,1.0,1.0,1.0,1.0,1.0,18.0,13,0.6176470588235294,0.7699034733107829,0.8619420839864698,17.0,20.0,0.41025641025641024,0.6047431568147635,0.8,0.5818181818181818,0.7746913580246919,-1.5,13,0.1875,0.3958333333333333,0.3958333333333333,-4.0,2.0,0.03571428571428571,0.07106690545187015,0.09090909090909091,0.06896551724137931,0.4765432098765431,0.0,1.0,0.0,1.0,0.07481296758104738,0.9278846153846154,1
3209613,2262,3251,24.0,16,0.6444444444444444,0.7346287463934522,0.7346287463934522,17.0,33.0,0.5740740740740741,0.7318978552073228,0.7948717948717948,0.7294117647058823,0.9430199430199432,-7.0,43,0.1568627450980392,0.46055088702147523,0.46055088702147523,-15.0,4.0,0.0,0.0,0.0,0.0,0.5853249475890991,-5.5,19,0.17391304347826086,0.547463768115942,0.547463768115942,-11.0,2.0,0.0,0.0,0.0,0.0,0.5324444444444443,0.0,1.0,0.0,1.0,0.24089635854341737,0.785,0
3234305,2281,3643,29.5,11,0.7608695652173914,0.9110305958132044,0.9466183574879227,25.0,35.0,0.7,0.8281849174905268,0.9210526315789473,0.8235294117647058,0.9324074074074075,-7.5,36,0.12195121951219512,0.38983739837398373,0.38983739837398373,-16.0,3.0,0.0,0.0,0.0,0.0,0.5648578811369513,-5.0,25,0.13793103448275867,0.4728116710875332,0.4728116710875332,-12.0,3.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0010050251256281408,0.9989954796584631,1.0,0.33333333333333337,0.15821501014198783,0.8533834586466166,0
3370095,2390,2095,5.5,18,0.4545454545454546,0.623989898989899,0.7743939393939394,-3.0,15.0,0.5151515151515151,0.7177405625652734,1.0,0.68,1.0,-2.0,14,0.17647058823529416,0.4980392156862745,0.4980392156862745,-4.0,2.0,0.0,0.0,0.0,0.0,0.615204678362573,-0.5,24,0.1428571428571429,0.4444444444444444,0.4444444444444444,-3.0,3.0,0.019230769230769232,0.03806934938134405,0.043478260869565216,0.03773584905660377,0.5814814814814813,0.012066365007541479,0.9880059970014993,1.4285714285714286,0.16666666666666663,0.647887323943662,0.5106382978723405,0
3419057,2425,2193,31.0,10,0.7619047619047619,0.781558151715971,0.8689348910295827,31.0,31.0,0.5535714285714286,0.7126907593011395,0.7209302325581395,0.7126436781609196,0.9277777777777781,2.0,15,0.11764705882352944,0.5220588235294118,0.5220588235294118,2.0,2.0,0.0,0.0,0.0,0.0,0.6257309941520466,-4.0,33,0.28260869565217395,0.7608695652173912,0.8565217391304347,-20.0,13.0,0.2708333333333333,0.4949015419574726,0.8666666666666667,0.4262295081967213,0.7666666666666674,0.0005023863350916855,0.9994977398292315,1.6363636363636365,0.09999999999999998,0.481786133960047,0.6117424242424243,0
3479582,2471,2179,40.5,12,0.7966101694915254,0.9322033898305085,0.9593220338983052,35.0,47.0,0.746031746031746,0.8596761938351587,0.9591836734693877,0.8545454545454545,0.9198542805100185,24.5,12,0.7142857142857143,0.8548619838942421,0.9129171903365453,21.0,27.0,0.6590909090909091,0.7951923208052687,0.8285714285714286,0.7945205479452054,0.9505050505050506,8.5,20,0.4285714285714286,0.7238095238095239,0.8342857142857143,5.0,12.0,0.21153846153846154,0.3528251645047713,0.4074074074074074,0.3492063492063492,0.7291291291291297,0.0,1.0,0.6666666666666666,0.5,0.06868686868686869,0.93359375,1
3508489,2494,2482,41.0,3,0.9318181818181819,0.9545454545454545,0.9727272727272727,41.0,41.0,0.7916666666666666,0.8837209302325583,0.8837209302325582,0.8837209302325582,0.9512077294685991,12.0,0.0,1.0,1.0,1.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
3514717,2498,2488,52.0,0.0,1.0,1.0,1.0,52.0,52.0,1.0,1.0,1.0,1.0,1.0,24.0,0.0,1.0,1.0,1.0,24.0,24.0,1.0,1.0,1.0,1.0,1.0,4.0,7,0.5333333333333333,0.8444444444444444,0.9066666666666666,1.0,8.0,0.42105263157894735,0.6135719910778963,0.8,0.5925925925925926,0.7660130718954248,0.0,1.0,0.0,1.0,0.0,1.0,1
3574735,2537,2353,50.0,0.0,1.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,8.5,20,0.4285714285714286,0.7238095238095239,0.8342857142857143,5.0,12.0,0.21153846153846154,0.3528251645047713,0.4074074074074074,0.3492063492063492,0.7291291291291297,0.0,1.0,0.10526315789473684,0.9,0.050590219224283306,0.9506578947368421,1
3602795,2555,3069,61.5,34,0.6880733944954128,0.7813519415430789,0.8688111649258473,49.0,62.0,0.5181818181818182,0.6861993625888845,0.76,0.6826347305389222,0.9468710089399741,15.0,23,0.4390243902439024,0.8396448438168592,0.9037869062901155,11.0,17.0,0.7083333333333334,0.8295150620062531,0.85,0.8292682926829268,0.9711111111111113,9.5,19,0.4571428571428572,0.7419047619047618,0.8451428571428571,6.0,13.0,0.23529411764705882,0.3849001794597505,0.4444444444444444,0.38095238095238093,0.7507507507507514,0.002982107355864811,0.9970223325062034,0.0,1.0,0.020735155513666354,0.9794776119402985,0
3651100,2584,2182,71.5,13,0.8586956521739131,0.9528985507246377,0.9717391304347827,66.0,78.0,0.8241758241758241,0.9052585304723765,0.9615384615384616,0.9036144578313253,0.9591016548463354,8.0,13,0.5357142857142857,0.8452380952380952,0.9071428571428571,2.0,15.0,0.46875,0.6642111641550715,0.8823529411764706,0.6382978723404256,0.7911111111111117,-5.0,19,0.13636363636363635,0.41774891774891776,0.41774891774891776,-12.0,3.0,0.06451612903225806,0.13608276348795434,0.2222222222222222,0.12121212121212122,0.7530864197530863,0.006475716064757161,0.993545183714002,1.5555555555555556,0.125,0.5174825174825175,0.5888888888888889,0
3692962,2612,1995,31.5,12,0.76,0.9199999999999999,0.952,26.0,38.0,0.7450980392156863,0.8583325077599886,0.95,0.8539325842696629,0.9256410256410258,9.0,0.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
3756559,2656,3156,13.0,7,0.7083333333333333,0.8243464052287582,0.8946078431372549,10.0,10.0,0.6666666666666666,0.8098582871985256,0.9473684210526315,0.8,0.8888888888888888,-8.0,30,0.1428571428571429,0.4842490842490843,0.4842490842490843,-17.0,3.0,0.0,0.0,0.0,0.0,0.5495495495495496,0.5,27,0.12903225806451613,0.5646712158808933,0.5646712158808933,-1.0,8.0,0.08928571428571429,0.16448792373994225,0.17857142857142858,0.16393442622950818,0.661904761904762,0.006009013520280421,0.9940089865202196,1.6923076923076923,0.08333333333333337,0.5661914460285132,0.5587301587301587,0
3769041,2665,3720,21.5,17,0.6046511627906976,0.7266499784668389,0.7266499784668389,14.0,31.0,0.5471698113207547,0.7107074680240142,0.7837837837837838,0.7073170731707317,0.8814814814814819,8.0,24,0.2727272727272727,0.604040404040404,0.604040404040404,7.0,17.0,0.65,0.7878787878787878,0.7878787878787878,0.7878787878787878,0.9542857142857143,16.0,0.0,1.0,1.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,0.001991040318566451,0.9980109398309299,0.11764705882352941,0.8888888888888888,0.07692307692307693,0.9259259259259259,0
3836723,2719,3331,43.0,0.0,1.0,1.0,1.0,43.0,43.0,1.0,1.0,1.0,1.0,1.0,7.5,16,0.5,0.8333333333333334,0.9,0.0,16.0,0.782608695652174,0.884651736929383,1.0,0.8780487804878049,1.0,1.0,3,0.25,0.5,0.55,1.0,1.0,0.09090909090909091,0.16666666666666669,0.16666666666666666,0.16666666666666666,0.7185185185185183,0.0,1.0,0.0,1.0,2.0,0.0,1
4060339,2883,2201,23.5,11,0.7317073170731707,0.7772357723577236,0.7772357723577236,19.0,26.0,0.6304347826086957,0.7817876057249284,0.90625,0.7733333333333333,0.9819444444444444,-3.5,23,0.2068965517241379,0.46141215106732353,0.46141215106732353,-9.0,3.0,0.0,0.0,0.0,0.0,0.5017921146953405,-10.5,26,0.0714285714285714,0.40079365079365076,0.40079365079365076,-20.0,1.0,0.0,0.0,0.0,0.0,0.35999999999999993,0.003495630461922597,0.9965104685942173,0.2857142857142857,0.75,0.7470398277717977,0.4561128526645768,0
