title_affine_score,title_lev_dist_score,title_lev_sim_score,title_jaro_score,title_jaro_winkler_score,title_needleman_wunsch_score,title_smith_waterman_score,title_jaccard_score,title_cosine_score,title_overlap_coeff_score,title_dice_score,title_monge_elkan_score,author_lev_dist_score,author_lev_sim_score,author_jaro_score,author_jaro_winkler_score,author_needleman_wunsch_score,author_smith_waterman_score,author_jaccard_score,author_cosine_score,author_overlap_coeff_score,author_dice_score,author_monge_elkan_score,publisher_affine_score,publisher_lev_dist_score,publisher_lev_sim_score,publisher_jaro_score,publisher_jaro_winkler_score,publisher_needleman_wunsch_score,publisher_jaccard_score,publisher_cosine_score,publisher_overlap_coeff_score,publisher_dice_score,publisher_monge_elkan_score,year_rel_diff,year_abs_norm,month_rel_diff,month_abs_norm,pages_rel_diff,pages_abs_norm
19,25,0.5614035087719298,0.8538011695906432,0.9122807017543859,7,32,0.5245901639344263,0.7144708491025704,0.9411764705882353,0.6881720430107527,0.8372881355932207,0,1,1,1,12,12,1,1,1,1,1,4,12,0.4545454545454546,0.7878787878787877,0.8727272727272727,-1,0.27586206896551724,0.45291081365783836,0.6153846153846154,0.43243243243243246,0.6194444444444444,0.0004968944099378882,0.9995032290114257,1.1111111111111112,0.2857142857142857,0.31788079470198677,0.7257142857142858
48.5,13,0.8088235294117647,0.7700331488257186,0.7700331488257186,44,54,0.6973684210526315,0.8247092084185572,0.8983050847457628,0.8217054263565892,0.9721280602636535,0,1,1,1,12,12,1,1,1,1,1,1,20,0.09090909090909094,0.37878787878787873,0.37878787878787873,1,0,0,0,0,0.585185185185185,0.0009940357852882703,0.9990064580228515,1.4285714285714286,0.16666666666666663,0.7012987012987013,0.4807692307692307
67,0,1,1,1,67,67,1,1,1,1,1,0,1,1,1,14,14,1,1,1,1,1,6,0,1,1,1,6,1,1,1,1,1,0.003481720964934096,0.9965243296921549,0,1,0.05847953216374269,0.9431818181818182
9,13,0.5517241379310345,0.7047413793103449,0.7047413793103449,3,16,0.5,0.6885303726590963,0.8888888888888888,0.6666666666666666,0.9777777777777779,11,0.15384615384615385,0.39044289044289043,0.39044289044289043,0,2,0,0,0,0,0.6251851851851851,-5,20,0.13043478260869568,0.4057971014492754,0.4057971014492754,-10,0,0,0,0,0.5137777777777777,0.005484916479680878,0.9945300845350572,1.6923076923076923,0.08333333333333337,1.4210931485758276,0.16921692169216918
11,9,0.64,0.7758333333333334,0.7758333333333334,7,16,0.5517241379310345,0.7257747386024231,0.8888888888888888,0.7111111111111111,0.9777777777777779,10,0.23076923076923073,0.47377622377622375,0.47377622377622375,1,3,0,0,0,0,0.6222222222222221,5,18,0.25,0.533816425120773,0.533816425120773,5,0.02,0.03922322702763681,0.04,0.0392156862745098,0.6604444444444444,0,1,1.6666666666666667,0.09090909090909094,1.265625,0.22488038277511957
16,0,1,1,1,16,16,1,1,1,1,1,11,0.15384615384615385,0.5897435897435898,0.5897435897435898,1,4,0.034482758620689655,0.06666666666666665,0.06666666666666667,0.06666666666666667,0.6785185185185185,1,17,0.26086956521739135,0.529127593066212,0.529127593066212,0,0.023255813953488372,0.04588314677411235,0.05263157894736842,0.045454545454545456,0.6319999999999998,0.0009940357852882703,0.9990064580228515,0,1,1.4088050314465408,0.17343173431734316
11.5,8,0.6666666666666667,0.8472222222222222,0.9083333333333333,8,12,0.6296296296296297,0.7858252779857413,0.9444444444444444,0.7727272727272727,0.9901234567901235,16,0.23809523809523814,0.5824175824175825,0.5824175824175825,-3,4,0,0,0,0,0.6844444444444444,-3,20,0.13043478260869568,0.47981366459627334,0.47981366459627334,-6,0,0,0,0,0.47377777777777763,0.006986027944111776,0.9930382894082546,0,1,0.8063492063492064,0.42533936651583715
11.5,8,0.6666666666666667,0.8368055555555555,0.9020833333333332,8,12,0.6296296296296297,0.7858252779857413,0.9444444444444444,0.7727272727272727,0.9901234567901235,10,0.23076923076923073,0.4935897435897436,0.4935897435897436,2,3,0.03571428571428571,0.06900655593423542,0.07142857142857142,0.06896551724137931,0.6992592592592591,-3,20,0.13043478260869568,0.47981366459627334,0.47981366459627334,-6,0,0,0,0,0.47377777777777763,0.006485407832377151,0.9935355544505221,1.6666666666666667,0.09090909090909094,0.9467787114845938,0.35741444866920147
16,0,1,1,1,16,16,1,1,1,1,1,11,0.15384615384615385,0.5897435897435898,0.5897435897435898,1,4,0.034482758620689655,0.06666666666666665,0.06666666666666667,0.06666666666666667,0.6785185185185185,1,17,0.26086956521739135,0.529127593066212,0.529127593066212,0,0.023255813953488372,0.04588314677411235,0.05263157894736842,0.045454545454545456,0.6319999999999998,0.001991040318566451,0.9980109398309299,0.6666666666666666,0.5,1.2472472472472473,0.2318125770653514
14,3,0.8421052631578947,0.9473684210526315,0.968421052631579,13,13,0.7727272727272727,0.8743856497851876,0.9444444444444444,0.8717948717948718,0.9901234567901235,11,0.15384615384615385,0.4897435897435898,0.4897435897435898,2,2,0,0,0,0,0.6251851851851851,1,20,0.13043478260869568,0.5211755233494364,0.5211755233494364,0,0,0,0,0,0.6177777777777778,0.00448542237727386,0.9955246146195923,0,1,0.7210884353741497,0.47
13,5,0.7619047619047619,0.816468253968254,0.816468253968254,11,16,0.64,0.7863570994927849,0.8888888888888888,0.7804878048780488,0.9777777777777779,11,0.2142857142857143,0.5842490842490843,0.5842490842490843,1,3,0,0,0,0,0.7170370370370368,-5,21,0.08695652173913049,0.46772068511198944,0.46772068511198944,-10,0,0,0,0,0.4497777777777776,0.0009940357852882703,0.9990064580228515,1,0.33333333333333337,1.3422222222222222,0.19680851063829785
11,9,0.64,0.88,0.928,7,16,0.5517241379310345,0.7257747386024231,0.8888888888888888,0.7111111111111111,0.9777777777777779,10,0.23076923076923073,0.4897435897435898,0.4897435897435898,3,3,0,0,0,0,0.6696296296296296,0.5,18,0.21739130434782605,0.5106090745476936,0.5106090745476936,-1,0,0,0,0,0.6213333333333331,0.0059850374064837905,0.9940328194927897,1.6923076923076923,0.08333333333333337,1.3088235294117647,0.2088888888888889
13.5,4,0.8,0.8291666666666666,0.8291666666666666,12,16,0.6956521739130435,0.8229511997978236,0.8888888888888888,0.8205128205128205,0.9777777777777779,11,0.15384615384615385,0.39044289044289043,0.39044289044289043,0,2,0,0,0,0,0.6251851851851851,-7.5,21,0.08695652173913049,0.4323671497584541,0.4323671497584541,-15,0,0,0,0,0.4435555555555554,0.00298804780876494,0.9970164097463948,1.4285714285714286,0.16666666666666663,1.171806167400881,0.26111111111111107
12,7,0.6956521739130435,0.8985507246376812,0.9391304347826087,9,16,0.5925925925925926,0.7542472332656508,0.8888888888888888,0.7441860465116279,0.9777777777777779,81,0.0898876404494382,0.5331916834725824,0.5331916834725824,-68,3,0,0,0,0,0.7229629629629628,-7,19,0.17391304347826086,0.4885265700483092,0.4885265700483092,-13,0,0,0,0,0.5004444444444442,0.007486897928624906,0.9925410243659871,1.3333333333333333,0.19999999999999996,0.8359133126934984,0.4104803493449781
11,9,0.64,0.88,0.928,7,16,0.5517241379310345,0.7257747386024231,0.8888888888888888,0.7111111111111111,0.9777777777777779,12,0.25,0.5657051282051282,0.5657051282051282,0,5,0,0,0,0,0.6681481481481479,2.5,18,0.21739130434782605,0.4841384863123994,0.4841384863123994,2,0,0,0,0,0.5697777777777777,0.007486897928624906,0.9925410243659871,0,1,1.253968253968254,0.2292682926829268
13,5,0.7619047619047619,0.9206349206349206,0.9523809523809523,11,16,0.64,0.7863570994927849,0.8888888888888888,0.7804878048780488,0.9777777777777779,11,0.15384615384615385,0.5011655011655012,0.5011655011655012,0,2,0.037037037037037035,0.0716114874039433,0.07692307692307693,0.07142857142857142,0.5259259259259258,-6.5,20,0.13043478260869568,0.4772256728778468,0.4772256728778468,-13,0,0,0,0,0.5999999999999999,0.0009940357852882703,0.9990064580228515,0,1,1.15695067264574,0.2670454545454546
32,15,0.6808510638297872,0.7319895483389324,0.7319895483389324,32,32,0.5483870967741935,0.7084871015612022,0.723404255319149,0.7083333333333334,0.9256235827664399,0,1,1,1,23,23,1,1,1,1,1,6.5,18,0.47058823529411764,0.823529411764706,0.8941176470588236,-2,0.4,0.6092717958449424,0.875,0.5714285714285714,0.8067901234567908,0,1,1.2727272727272727,0.2222222222222222,0.043859649122807015,0.9570815450643777
27,0,1,1,1,27,27,1,1,1,1,1,0,1,1,1,13,13,1,1,1,1,1,6,0,1,1,1,6,1,1,1,1,1,0,1,0,1,0,1
58.5,13,0.8333333333333334,0.8675990675990676,0.9205594405594405,53,65,0.7411764705882353,0.8541636776609587,0.9264705882352942,0.8513513513513513,0.9336111111111107,4,0.875,0.8869047619047619,0.9321428571428572,24,24,0.7714285714285715,0.8727860481775686,0.9310344827586207,0.8709677419354839,0.9529411764705884,7,13,0.5185185185185186,0.8395061728395062,0.9037037037037038,1,0.45161290322580644,0.6499336836196815,0.875,0.6222222222222222,0.9750000000000001,0,1,0.13333333333333333,0.875,0,1
28,8,0.7777777777777778,0.8518518518518517,0.9111111111111111,28,28,0.5625,0.7200640085345978,0.7297297297297297,0.72,0.9251461988304096,23,0.14814814814814814,0.44708994708994715,0.44708994708994715,-2,3,0,0,0,0,0.6222222222222221,0.5,27,0.06896551724137934,0.42569786535303783,0.42569786535303783,0,0,0,0,0,0.607168458781362,0.004489897730107259,0.9955201592832255,1.5,0.1428571428571429,0.28300894266175697,0.752073732718894
6.5,26,0.2777777777777778,0.7504208754208754,0.8502525252525253,5,15,0.5,0.6669240172520741,0.6857142857142857,0.6666666666666666,0.9204678362573102,19,0.09523809523809523,0.42568542568542567,0.42568542568542567,-8,2,0,0,0,0,0.5507246376811593,5,19,0.3448275862068966,0.5228516694033934,0.5228516694033934,2,0.15555555555555556,0.2710410824318283,0.30434782608695654,0.2692307692307692,0.7189964157706091,0.0029955067398901645,0.9970089730807578,0.3333333333333333,0.7142857142857143,0.8333333333333334,0.4117647058823529
15,14,0.6111111111111112,0.764968525838091,0.8589811155028546,9,18,0.55,0.7233555441435722,0.88,0.7096774193548387,0.8883040935672516,20,0.04761904761904767,0.2496947496947497,0.2496947496947497,-7,1,0,0,0,0,0.5420289855072461,1.5,27,0.18181818181818177,0.5404289197392645,0.5404289197392645,0,0.10344827586206896,0.18832944617230335,0.20689655172413793,0.1875,0.7397849462365593,0.0005001250312578145,0.9995,0.5263157894736842,0.5833333333333333,0.40707964601769914,0.6617647058823529
52,1,0.9811320754716981,0.881652152878568,0.9289912917271408,52,52,0.896551724137931,0.9454545454545454,0.9454545454545454,0.9454545454545454,0.9890909090909092,0,1,1,1,9,9,1,1,1,1,1,8,0,1,1,1,8,1,1,1,1,1,0,1,0,1,0,1
42,0,1,1,1,42,42,1,1,1,1,1,0,1,1,1,14,14,1,1,1,1,1,9.5,6,0.6842105263157895,0.8947368421052632,0.9368421052631579,7,0.5652173913043478,0.7324670207647144,0.8666666666666667,0.7222222222222222,0.8835978835978838,0,1,0,1,1,0.33333333333333337
133,5,0.9637681159420289,0.9645672151392976,0.9787403290835786,133,133,0.7863247863247863,0.8806348185877035,0.9019607843137255,0.8803827751196173,0.9785714285714282,0,1,1,1,29,29,1,1,1,1,1,9.5,22,0.4883720930232558,0.703194738078459,0.8219168428470754,0,0.36,0.5539117094069974,0.75,0.5294117647058824,0.950925925925926,0,1,0,1,0,1
117.5,18,0.8695652173913043,0.8500023245886535,0.9100013947531921,112,112,0.6666666666666666,0.8007720859431768,0.8367346938775511,0.8,0.9552380952380949,28,0.4042553191489362,0.6919027821448952,0.8151416692869371,1,15,0.2545454545454545,0.4221158824088691,0.56,0.4057971014492754,0.9010752688172046,9.5,22,0.4883720930232558,0.703194738078459,0.8219168428470754,0,0.36,0.5539117094069974,0.75,0.5294117647058824,0.950925925925926,0,1,0.6666666666666666,0.5,0.5846153846153846,0.5476190476190477
128,11,0.9219858156028369,0.8533895490879765,0.9120337294527859,127,127,0.696,0.8207912428580546,0.8285714285714286,0.8207547169811321,0.9665079365079362,17,0.6304347826086957,0.8768115942028986,0.9260869565217391,12,29,0.5348837209302325,0.718399304687588,0.92,0.696969696969697,0.9878136200716846,9.5,22,0.4883720930232558,0.703194738078459,0.8219168428470754,0,0.36,0.5539117094069974,0.75,0.5294117647058824,0.950925925925926,0,1,0,1,0.17391304347826086,0.84
98.5,35,0.7463768115942029,0.7842339109241543,0.8705403465544925,93,93,0.5220588235294118,0.6863829072224211,0.71,0.6859903381642513,0.9398412698412695,33,0.2978723404255319,0.6002834002272955,0.6002834002272955,-4,10,0.11290322580645161,0.21105794120443455,0.28,0.2028985507246377,0.8071684587813621,9.5,22,0.4883720930232558,0.703194738078459,0.8219168428470754,0,0.36,0.5539117094069974,0.75,0.5294117647058824,0.950925925925926,0,1,0.8571428571428571,0.4,0.5074626865671642,0.5952380952380952
17,1,0.9444444444444444,0.9629629629629629,0.9777777777777777,17,17,0.7391304347826086,0.8499999999999999,0.85,0.85,0.97,19,0.24,0.7425396825396825,0.7425396825396825,2,15,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9349794238683129,8,0,1,1,1,8,1,1,1,1,1,0,1,0,1,0.03257328990228013,0.967948717948718
18.5,10,0.6774193548387097,0.7152244410308927,0.8291346646185356,17,17,0.5121951219512195,0.6788335930269978,0.7241379310344828,0.6774193548387096,0.8973180076628352,28,0.09677419354838712,0.5096774193548387,0.5096774193548387,-18,2,0,0,0,0,0.3683501683501682,6.5,14,0.5,0.8333333333333334,0.9,0,0.4375,0.6390096504226938,0.875,0.6086956521739131,0.6888888888888892,0.0004991265285749938,0.9995009980039921,1.4285714285714286,0.16666666666666663,0.07173601147776183,0.9307479224376731
20,7,0.7586206896551724,0.7802024913469191,0.8681214948081515,20,20,0.5,0.6670373459650701,0.6896551724137931,0.6666666666666666,0.8865900383141762,60,0.17808219178082196,0.5620980016693671,0.5620980016693671,-29,5,0.019230769230769232,0.04074849710853641,0.06060606060606061,0.03773584905660377,0.7205387205387209,6.5,14,0.5,0.8333333333333334,0.9,0,0.4375,0.6390096504226938,0.875,0.6086956521739131,0.6888888888888892,0.0004988775255674732,0.9995012468827931,1.6923076923076923,0.08333333333333337,0.21508034610630408,0.8058035714285714
13,9,0.6666666666666667,0.7870370370370369,0.8722222222222221,9,14,0.6333333333333333,0.7889320586105297,0.95,0.7755102040816326,0.8697318007662835,17,0.4516129032258065,0.8172043010752689,0.8903225806451613,-3,14,0.4411764705882353,0.6527912098338668,0.9375,0.6122448979591837,0.7010101010101014,6.5,14,0.5,0.8333333333333334,0.9,0,0.4375,0.6390096504226938,0.875,0.6086956521739131,0.6888888888888892,0.0004988775255674732,0.9995012468827931,1,0.33333333333333337,0.5159301130524152,0.5898692810457516
57.5,12,0.8421052631578947,0.9473684210526315,0.968421052631579,52,64,0.8157894736842105,0.9009192002645995,0.96875,0.8985507246376812,0.9498575498575494,17,0.4516129032258065,0.6832146348275381,0.6832146348275381,-3,14,0.4827586206896552,0.6735753140545634,0.875,0.6511627906976745,0.8734006734006733,7,0,1,1,1,7,1,1,1,1,1,0,1,0.13333333333333333,0.875,0,1
32,1,0.9696969696969697,0.9797979797979798,0.9878787878787879,32,32,0.8421052631578947,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.9834920634920635,5,0.8387096774193549,0.8771832508391647,0.9263099505034988,22,22,0.6578947368421053,0.7945521577046603,0.8333333333333334,0.7936507936507936,0.9319865319865321,4,12,0.4545454545454546,0.7878787878787877,0.8727272727272727,-1,0.27586206896551724,0.45291081365783836,0.6153846153846154,0.43243243243243246,0.6194444444444444,0,1,0,1,0,1
16,12,0.6363636363636364,0.6822222222222223,0.6822222222222223,13,21,0.5121951219512195,0.6831300510639732,0.7777777777777778,0.6774193548387096,0.8584126984126987,27,0.12903225806451613,0.4819593787335723,0.4819593787335723,-12,3,0.02040816326530612,0.04222003309207491,0.058823529411764705,0.04,0.6255892255892256,-8,19,0.13636363636363635,0.3636363636363636,0.3636363636363636,-15,0,0,0,0,0.3768518518518517,0.006989515726410384,0.9930348258706467,1.6666666666666667,0.09090909090909094,0.5,0.6
10.5,10,0.6153846153846154,0.8405448717948718,0.9043269230769231,6,12,0.5862068965517241,0.7572401854185358,0.9444444444444444,0.7391304347826086,0.7666666666666666,32,0.2195121951219512,0.4563008130081301,0.4563008130081301,-16,4,0,0,0,0,0.7123456790123457,8.5,20,0.4285714285714286,0.7238095238095239,0.8342857142857143,5,0.21153846153846154,0.3528251645047713,0.4074074074074074,0.3492063492063492,0.7291291291291297,0.0004968944099378882,0.9995032290114257,1.2727272727272727,0.2222222222222222,0.8596881959910914,0.39875389408099693
18.5,6,0.7692307692307692,0.8545482295482296,0.9127289377289378,18,18,0.5428571428571428,0.7041868508280461,0.7307692307692307,0.7037037037037037,0.8880952380952379,22,0.24137931034482762,0.5823754789272031,0.5823754789272031,-6,3,0.0425531914893617,0.08466675133346035,0.1111111111111111,0.08163265306122448,0.6814814814814812,-7,29,0.17142857142857137,0.4541666666666666,0.4541666666666666,-15,0.0196078431372549,0.041666666666666664,0.0625,0.038461538461538464,0.5345345345345347,0.005979073243647235,0.9940387481371088,0.7692307692307693,0.4444444444444444,1.0115830115830116,0.32820512820512826
10.5,10,0.6153846153846154,0.8405448717948718,0.9043269230769231,6,12,0.5862068965517241,0.7572401854185358,0.9444444444444444,0.7391304347826086,0.7666666666666666,14,0.125,0.5069444444444444,0.5069444444444444,-5,3,0,0,0,0,0.4987654320987652,-2.5,29,0.17142857142857137,0.4057359307359307,0.4057359307359307,-7,0,0,0,0,0.38918918918918916,0.00647894343384002,0.9935419771485345,0.25,0.7777777777777778,1.044776119402985,0.3137254901960784
25,1,0.9615384615384616,0.9743589743589745,0.9846153846153847,25,25,0.8064516129032258,0.8928571428571428,0.8928571428571429,0.8928571428571429,0.9785714285714286,4,0.75,0.8611111111111112,0.875,8,12,0.6842105263157895,0.8189230248533257,0.9285714285714286,0.8125,0.9086419753086419,7,20,0.4285714285714286,0.7160597572362278,0.8296358543417367,1,0.2826086956521739,0.45178123045699536,0.5652173913043478,0.4406779661016949,0.7387387387387392,0,1,0.10526315789473684,0.9,0,1
19.5,7,0.7586206896551724,0.8056164225579519,0.8833698535347712,19,19,0.5128205128205128,0.6788442333021307,0.7142857142857143,0.6779661016949152,0.9055555555555556,23,0.11538461538461542,0.4498626373626373,0.4498626373626373,-7,2,0,0,0,0,0.6074074074074072,-6,30,0.1428571428571429,0.48440709617180205,0.48440709617180205,-13,0,0,0,0,0.5159159159159159,0.005479452054794521,0.994535519125683,0,1,0.7692307692307693,0.4444444444444444
10.5,10,0.6153846153846154,0.8405448717948718,0.9043269230769231,6,12,0.5862068965517241,0.7572401854185358,0.9444444444444444,0.7391304347826086,0.7666666666666666,16,0,0.49903846153846154,0.49903846153846154,-3,3,0,0,0,0,0.6407407407407406,-6,30,0.1428571428571429,0.4658885776532835,0.4658885776532835,-13,0,0,0,0,0.5537537537537539,0.003982080637132902,0.9960258320914058,0.7692307692307693,0.4444444444444444,1.1041119860017499,0.28861330326944756
21.5,9,0.7352941176470589,0.810634598667053,0.8863807592002318,18,18,0.675,0.8082238591204871,0.8709677419354839,0.8059701492537313,0.9684587813620071,24,0.3846153846153846,0.7948717948717948,0.8769230769230769,-9,15,0.5151515151515151,0.7177405625652734,1,0.68,0.8395663956639571,-3,23,0.11538461538461542,0.4672364672364672,0.4672364672364672,-5,0,0,0,0,0.5142857142857141,0.0015011258443832875,0.9985,1.5,0.1428571428571429,0.3523447401774398,0.7004310344827587
29,0,1,1,1,29,29,1,1,1,1,1,13,0.6666666666666667,0.8888888888888888,0.9333333333333333,13,26,0.7428571428571429,0.8553372034476997,0.9285714285714286,0.8524590163934426,0.9609756097560977,18,5,0.8076923076923077,0.9358974358974358,0.9615384615384615,16,0.7,0.8275159265510557,0.9130434782608695,0.8235294117647058,0.9103174603174606,0,1,0,1,0.03732162458836443,0.9633620689655172
49,4,0.9245283018867925,0.8238351944551406,0.8414516750096266,49,49,0.6923076923076923,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9555555555555555,0,1,1,1,29,29,1,1,1,1,1,21,0,1,1,1,21,1,1,1,1,1,0,1,0,1,0,1
49,4,0.9245283018867925,0.8238351944551406,0.8414516750096266,49,49,0.6923076923076923,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9555555555555555,0,1,1,1,29,29,1,1,1,1,1,8.5,14,0.43999999999999995,0.7710177404295052,0.8626106442577032,7,0.28205128205128205,0.4414147946478204,0.4782608695652174,0.44,0.8028985507246378,0,1,0.10526315789473684,0.9,0,1
65,0,1,1,1,65,65,1,1,1,1,1,0,1,1,1,13,13,1,1,1,1,1,15.5,8,0.7142857142857143,0.9047619047619048,0.9428571428571428,12,0.625,0.778498944161523,0.9090909090909091,0.7692307692307693,0.8970370370370374,0,1,0,1,0.08748728382502544,0.9161793372319689
26.5,18,0.6470588235294117,0.7722213832045441,0.8633328299227265,20,32,0.5,0.6703132679121727,0.7441860465116279,0.6666666666666666,0.8637316561844868,13,0.5517241379310345,0.8505747126436782,0.9103448275862069,3,16,0.48484848484848486,0.6773340106676828,0.8888888888888888,0.6530612244897959,0.9777777777777779,10.5,4,0.7647058823529411,0.9215686274509803,0.9529411764705882,9,0.6190476190476191,0.77005354108682,0.8666666666666667,0.7647058823529411,0.9733333333333334,0.0074794315632011965,0.992548435171386,1.2,0.25,0.5194366197183099,0.5876565295169947
26,0,1,1,1,26,26,1,1,1,1,1,4,0.75,0.8611111111111112,0.875,8,12,0.6842105263157895,0.8189230248533257,0.9285714285714286,0.8125,0.9086419753086419,8.5,20,0.4285714285714286,0.7238095238095239,0.8342857142857143,5,0.21153846153846154,0.3528251645047713,0.4074074074074074,0.3492063492063492,0.7291291291291297,0,1,0,1,0.052104208416833664,0.94921875
29,6,0.8378378378378378,0.8957821457821459,0.9374692874692875,28,30,0.6382978723404256,0.7792865001991968,0.7894736842105263,0.7792207792207793,0.9368421052631581,62,0.12676056338028174,0.490330874133691,0.490330874133691,-41,3,0.011363636363636364,0.025666350116967267,0.043478260869565216,0.02247191011235955,0.6782608695652173,-1,24,0.1428571428571429,0.4961038961038961,0.4961038961038961,-4,0,0,0,0,0.5718518518518517,0.006979062811565304,0.9930452061599603,0.6666666666666666,0.5,0.48502994011976047,0.6096385542168674
17.5,12,0.6666666666666667,0.8888888888888888,0.9333333333333333,12,24,0.6,0.7635417155709334,0.9230769230769231,0.75,0.8649122807017547,0,1,1,1,21,21,1,1,1,1,1,6.5,14,0.5,0.8333333333333334,0.9,0,0.4375,0.6390096504226938,0.875,0.6086956521739131,0.6888888888888892,0.00798004987531172,0.9920516641828118,1.6363636363636365,0.09999999999999998,0.1350210970464135,0.8735177865612649
47,0,1,1,1,47,47,1,1,1,1,1,0,1,1,1,16,16,1,1,1,1,1,6.5,14,0.5,0.8333333333333334,0.9,0,0.4375,0.6390096504226938,0.875,0.6086956521739131,0.6888888888888892,0,1,0,1,0.29508196721311475,0.7428571428571429
27,27,0.564516129032258,0.7913292736449419,0.8747975641869652,22,34,0.532258064516129,0.6966305460192359,0.75,0.6947368421052632,0.8833333333333336,13,0.803030303030303,0.9343434343434343,0.9606060606060606,40,53,0.7571428571428571,0.8666426707222403,0.9636363636363636,0.8617886178861789,0.9382352941176473,7,13,0.5185185185185186,0.8395061728395062,0.9037037037037038,1,0.45161290322580644,0.6499336836196815,0.875,0.6222222222222222,0.9750000000000001,0.004478726051256532,0.9955312810327706,0.18181818181818182,0.8333333333333334,0.19542619542619544,0.821969696969697
41.5,14,0.7741935483870968,0.9044534050179212,0.9426720430107527,36,48,0.6724137931034483,0.8051941355399506,0.8478260869565217,0.8041237113402062,0.946875,31,0.5303030303030303,0.823498139287613,0.8940988835725677,7,33,0.4594594594594595,0.6519202405202649,0.85,0.6296296296296297,0.8467320261437913,7,13,0.5185185185185186,0.8395061728395062,0.9037037037037038,1,0.45161290322580644,0.6499336836196815,0.875,0.6222222222222222,0.9750000000000001,0.0004966476285075739,0.9995034756703078,0.8571428571428571,0.4,0.16393442622950818,0.8484848484848485
12.5,12,0.6129032258064516,0.8709677419354839,0.9225806451612903,7,19,0.5428571428571428,0.721750317577707,0.9047619047619048,0.7037037037037037,0.844444444444445,0,1,1,1,31,31,1,1,1,1,1,6.5,14,0.5,0.8333333333333334,0.9,0,0.4375,0.6390096504226938,0.875,0.6086956521739131,0.6888888888888892,0,1,0,1,0.0819277108433735,0.9212962962962963
19,6,0.7777777777777778,0.8541847309963252,0.9125108385977951,18,20,0.5405405405405406,0.7018624063435964,0.7142857142857143,0.7017543859649122,0.9142857142857145,0,1,1,1,13,13,1,1,1,1,1,6.5,4,0.6923076923076923,0.7678062678062677,0.7678062678062677,5,0.5294117647058824,0.7006490497453707,0.8181818181818182,0.6923076923076923,0.9636363636363636,0.005471275802039294,0.9945436507936508,0.6666666666666666,0.5,0.25,0.7777777777777778
32,0,1,1,1,32,32,1,1,1,1,1,0,1,1,1,11,11,1,1,1,1,1,5.5,13,0.40909090909090906,0.7213903743315507,0.7213903743315507,0,0.34375,0.5151221963699317,0.5789473684210527,0.5116279069767442,0.8690058479532162,0,1,0,1,0.06060606060606061,0.9411764705882353
23,10,0.7297297297297297,0.7496152066044539,0.8497691239626723,21,21,0.5652173913043478,0.7247430753394787,0.7878787878787878,0.7222222222222222,0.9387205387205387,12,0.07692307692307687,0.43210955710955706,0.43210955710955706,-1,2,0,0,0,0,0.5555555555555555,-7,19,0.13636363636363635,0.37878787878787873,0.37878787878787873,-13,0,0,0,0,0.46851851851851833,0.002982107355864811,0.9970223325062034,1,0.33333333333333337,0.7513227513227513,0.4538461538461539
21.5,6,0.8064516129032258,0.7754838709677419,0.7754838709677419,19,25,0.7142857142857143,0.83753151271601,0.9259259259259259,0.8333333333333334,0.9124579124579124,12,0.25,0.5568181818181818,0.6011363636363636,-1,2,0.03333333333333333,0.06537204504606135,0.07692307692307693,0.06451612903225806,0.6478632478632478,8.5,10,0.5454545454545454,0.8133116883116882,0.8133116883116882,6,0.3548387096774194,0.5292377467571571,0.6111111111111112,0.5238095238095238,0.7611111111111111,0.0004964010920824026,0.9995037220843672,0.2857142857142857,0.75,0.1776061776061776,0.8368794326241135
68.5,12,0.8620689655172413,0.9540229885057471,0.9724137931034482,63,75,0.8390804597701149,0.9142874649843182,0.9733333333333334,0.9125,0.961548064918851,0,1,1,1,75,75,1,1,1,1,1,7,13,0.5185185185185186,0.8395061728395062,0.9037037037037038,1,0.45161290322580644,0.6499336836196815,0.875,0.6222222222222222,0.9750000000000001,0,1,0,1,0,1
29.5,12,0.75,0.9166666666666666,0.95,24,36,0.7,0.8305132462834367,0.9459459459459459,0.8235294117647058,0.9093333333333335,0,1,1,1,19,19,1,1,1,1,1,3,12,0.2941176470588235,0.5204248366013072,0.5683823529411764,3,0.027777777777777776,0.05407380704358752,0.05555555555555555,0.05405405405405406,0.6691358024691357,0,1,0,1,0.08062418725617686,0.9225
56,0,1,1,1,56,56,1,1,1,1,1,0,1,1,1,16,16,1,1,1,1,1,8.5,20,0.4285714285714286,0.7238095238095239,0.8342857142857143,5,0.21153846153846154,0.3528251645047713,0.4074074074074074,0.3492063492063492,0.7291291291291297,0,1,0,1,0.11704834605597965,0.8894230769230769
18,32,0.5076923076923077,0.7913471163471164,0.8748082698082699,3,33,0.5,0.6859245370246426,0.8717948717948718,0.6666666666666666,0.8557213930348262,12,0.5714285714285714,0.8571428571428571,0.9142857142857143,4,16,0.5,0.6885303726590963,0.8888888888888888,0.6666666666666666,0.9777777777777779,4,0,1,1,1,4,1,1,1,1,1,0.002488181139586962,0.9975149105367793,0.5714285714285714,0.5555555555555556,0,1
